TotalNumberOfVotes,Score,Time,WordsInSummary,WordsInText,HelpfulnessScore
3,5,2008,2,68,66.6666666667
0,5,2008,3,48,0
1,5,2008,2,44,100
0,5,2008,6,66,0
0,2,2008,4,121,0
27,4,2008,5,314,100
2,5,2008,4,35,50
3,5,2008,4,197,66.6666666667
8,5,2008,2,46,75
0,5,2008,2,111,0
3,5,2008,2,18,100
0,4,2008,5,129,0
9,5,2008,4,31,100
2,5,2008,2,40,100
47,4,2008,7,326,93.6170212766
0,4,2008,2,24,0
2,4,2008,2,18,50
11,3,2008,4,100,45.4545454545
0,5,2008,5,57,0
0,5,2008,5,21,0
3,5,2008,1,46,100
6,3,2008,3,23,83.3333333333
0,5,2008,6,37,0
11,5,2008,1,139,100
0,5,2008,2,22,0
0,5,2008,3,51,0
0,5,2008,2,15,0
0,5,2008,5,23,0
2,5,2008,3,29,50
0,5,2008,4,57,0
3,5,2008,3,25,100
0,4,2008,3,128,0
2,3,2008,4,76,50
0,5,2008,4,78,0
0,5,2008,2,55,0
0,5,2008,5,38,0
0,5,2008,5,40,0
2,5,2008,2,28,50
5,4,2008,3,100,80
1,5,2008,5,137,100
1,5,2008,3,20,100
0,5,2008,7,38,0
1,5,2008,2,19,100
1,5,2008,2,15,100
23,5,2008,3,322,91.3043478261
0,5,2008,2,73,0
8,5,2008,3,78,100
5,2,2008,8,147,60
0,5,2008,6,18,0
12,1,2008,3,19,8.33333333333
0,5,2008,3,68,0
0,5,2008,2,78,0
0,4,2008,6,41,0
1,5,2008,2,14,100
0,5,2008,3,36,0
2,5,2008,1,31,50
1,5,2008,1,36,100
0,5,2008,3,61,0
2,4,2008,4,82,100
0,5,2008,6,54,0
0,5,2008,4,66,0
2,5,2008,5,55,50
0,5,2008,3,50,0
6,5,2008,3,29,0
8,2,2008,1,67,75
0,4,2008,5,68,0
0,5,2008,8,143,0
0,5,2008,3,21,0
11,5,2008,3,331,81.8181818182
1,5,2008,1,20,0
1,5,2008,3,41,100
3,5,2008,2,28,66.6666666667
1,5,2008,3,14,0
2,4,2008,6,32,100
1,5,2008,13,155,100
2,4,2008,7,70,100
0,5,2008,6,25,0
7,3,2008,7,112,57.1428571429
1,5,2008,1,29,100
1,3,2008,1,24,0
2,5,2008,3,37,100
0,5,2008,3,49,0
3,5,2008,4,75,100
6,5,2008,2,109,100
5,5,2008,8,105,100
13,5,2008,5,128,100
0,5,2008,2,48,0
2,5,2008,5,33,0
2,1,2008,4,25,50
1,5,2008,5,30,100
2,4,2008,6,74,50
2,5,2008,4,61,50
2,5,2008,2,21,100
0,5,2008,3,33,0
6,4,2008,5,19,66.6666666667
7,5,2008,2,196,100
3,5,2008,4,52,66.6666666667
2,5,2008,11,42,100
7,4,2008,2,48,71.4285714286
1,5,2008,4,36,100
2,3,2008,2,78,50
3,5,2008,3,72,100
3,5,2008,4,155,100
8,5,2008,5,80,87.5
0,5,2008,4,119,0
0,5,2008,5,29,0
5,5,2008,3,201,100
1,5,2008,4,56,100
1,2,2008,2,65,100
0,4,2008,3,69,0
0,2,2008,2,45,0
5,1,2008,7,101,80
23,5,2008,7,64,100
0,3,2008,2,53,0
2,5,2008,4,243,100
2,5,2008,5,37,100
4,5,2008,10,243,100
1,5,2008,3,89,0
0,5,2008,4,21,0
0,5,2008,4,79,0
1,5,2008,2,35,0
5,5,2008,7,74,80
7,5,2008,3,125,100
11,5,2008,4,114,72.7272727273
1,5,2008,6,42,0
1,5,2008,9,82,100
0,5,2008,5,30,0
3,5,2008,3,91,100
17,5,2008,1,70,100
16,1,2008,2,122,12.5
0,5,2008,1,74,0
0,5,2008,6,34,0
15,5,2008,6,31,100
7,5,2008,3,55,100
15,5,2008,6,280,93.3333333333
13,5,2008,9,112,100
2,5,2008,6,59,100
2,5,2008,3,26,100
0,5,2008,5,122,0
1,5,2008,1,94,0
0,5,2008,2,16,0
0,5,2008,3,54,0
0,5,2008,6,76,0
0,4,2008,3,90,0
0,5,2008,1,19,0
0,4,2008,4,108,0
0,5,2008,4,32,0
1,4,2008,2,23,100
0,5,2008,5,39,0
0,5,2008,2,15,0
1,5,2008,6,40,100
4,5,2008,4,116,100
1,5,2008,4,23,100
1,5,2008,2,79,100
0,5,2008,1,59,0
2,4,2008,4,76,50
2,5,2008,6,108,100
3,5,2008,6,281,100
3,3,2008,1,42,33.3333333333
0,5,2008,3,43,0
4,2,2008,5,59,75
0,5,2008,2,43,0
0,5,2008,3,20,0
4,5,2008,6,49,100
3,5,2008,5,88,100
0,5,2008,4,68,0
6,5,2008,4,71,83.3333333333
0,5,2008,6,31,0
4,5,2008,8,128,100
5,2,2008,6,154,80
2,5,2008,4,126,100
5,5,2008,2,21,100
0,4,2008,6,84,0
0,4,2008,3,34,0
1,5,2008,2,16,100
0,5,2008,7,49,0
0,5,2008,4,45,0
7,4,2008,1,60,85.7142857143
0,5,2008,3,23,0
1,5,2008,6,54,100
1,5,2008,3,46,100
7,5,2008,2,71,100
4,5,2008,3,210,75
2,4,2008,1,63,50
2,5,2008,3,46,100
0,2,2008,1,151,0
1,5,2008,1,29,100
1,5,2008,11,147,100
1,4,2008,2,43,100
1,5,2008,4,16,100
1,5,2008,2,21,100
24,5,2008,7,72,95.8333333333
16,3,2008,6,228,93.75
1,3,2008,5,57,100
0,5,2008,1,36,0
1,5,2008,1,33,0
17,1,2008,3,103,88.2352941176
4,4,2008,6,44,100
1,1,2008,1,57,100
5,5,2008,4,194,100
2,5,2008,3,100,100
1,5,2008,4,20,100
1,5,2008,2,17,0
5,1,2008,3,35,20
13,5,2008,4,34,100
1,5,2008,4,60,100
1,5,2008,2,65,100
2,1,2008,3,15,0
0,5,2008,2,16,0
5,5,2008,4,33,60
3,1,2008,4,51,33.3333333333
1,4,2008,2,33,100
3,5,2008,2,201,100
0,5,2008,2,20,0
2,4,2008,4,90,100
2,4,2008,2,17,0
2,5,2008,7,82,50
0,4,2008,5,52,0
1,5,2008,3,38,100
1,5,2008,2,27,0
2,5,2008,4,46,100
3,4,2008,2,16,66.6666666667
0,5,2008,2,50,0
4,3,2008,2,23,75
1,5,2008,5,42,100
1,5,2008,4,15,100
5,5,2008,1,135,60
0,5,2008,3,23,0
0,5,2008,2,22,0
3,4,2008,2,34,100
2,5,2008,2,25,50
2,4,2008,3,62,100
2,5,2008,6,46,100
1,1,2008,1,23,100
0,5,2008,4,17,0
1,1,2008,8,100,100
12,1,2008,4,18,8.33333333333
2,5,2008,4,110,100
8,5,2008,6,37,100
0,4,2008,2,44,0
0,4,2008,5,117,0
1,5,2008,4,89,0
0,5,2008,3,68,0
4,5,2008,3,167,75
5,4,2008,3,21,100
1,3,2008,5,63,100
2,5,2008,6,25,100
4,5,2008,1,15,75
4,5,2008,11,141,100
0,5,2008,5,34,0
0,5,2008,2,136,0
5,5,2008,1,78,100
0,5,2008,5,37,0
1,5,2008,8,55,100
0,5,2008,4,30,0
2,4,2008,3,20,50
1,5,2008,7,46,100
1,5,2008,2,35,0
8,5,2008,7,70,100
1,5,2008,3,132,100
1,4,2008,2,120,100
0,5,2008,4,33,0
0,4,2008,3,110,0
1,5,2008,5,53,100
2,5,2008,3,22,50
21,3,2008,2,161,71.4285714286
0,5,2008,2,26,0
0,5,2008,4,19,0
2,5,2008,4,87,100
0,5,2008,1,57,0
5,5,2008,2,38,80
1,5,2008,2,70,100
0,5,2008,7,65,0
0,5,2008,2,32,0
0,5,2008,2,18,0
0,5,2008,2,43,0
38,5,2008,7,1150,73.6842105263
0,5,2008,1,37,0
1,5,2008,4,63,100
1,4,2008,6,102,100
0,4,2008,3,29,0
0,5,2008,2,20,0
1,5,2008,3,83,100
1,4,2008,1,81,100
7,3,2008,6,46,0
0,5,2008,4,85,0
8,5,2008,1,46,75
37,1,2008,3,71,2.7027027027
1,5,2008,8,53,100
3,5,2008,7,112,100
0,5,2008,6,46,0
14,1,2008,4,67,100
0,5,2008,6,101,0
1,3,2008,4,19,100
1,5,2008,7,124,100
2,1,2008,18,103,50
7,1,2008,3,45,85.7142857143
3,5,2008,1,90,100
2,5,2008,4,48,100
11,5,2008,1,86,100
5,2,2008,9,50,60
7,5,2008,3,54,100
2,1,2008,1,58,50
4,5,2008,3,34,75
11,5,2008,4,147,90.9090909091
6,5,2008,3,121,100
6,5,2008,5,64,100
10,5,2008,9,86,100
55,3,2008,6,56,21.8181818182
36,1,2008,2,55,100
1,5,2008,3,35,100
5,5,2008,3,147,80
1,4,2008,4,94,100
1,5,2008,6,70,0
0,3,2008,3,44,0
14,5,2008,6,57,85.7142857143
0,5,2008,2,18,0
0,5,2008,7,45,0
3,5,2008,4,44,100
4,5,2008,2,20,75
3,5,2008,3,61,100
2,1,2008,2,50,50
3,3,2008,4,51,100
2,5,2008,7,75,100
0,4,2008,5,75,0
1,3,2008,4,31,100
17,5,2008,3,40,100
4,5,2008,5,67,100
4,5,2008,3,32,100
0,5,2008,1,65,0
3,5,2008,3,56,100
1,5,2008,3,43,100
5,5,2008,2,44,80
0,5,2008,5,31,0
2,3,2008,5,162,100
0,5,2008,3,82,0
0,5,2008,2,43,0
5,5,2008,2,78,100
10,4,2008,3,52,80
4,5,2008,5,48,75
2,2,2008,2,15,0
6,5,2008,4,64,83.3333333333
9,5,2008,4,97,100
1,5,2008,3,29,100
6,4,2008,2,67,33.3333333333
10,1,2008,5,19,50
2,5,2008,11,19,50
1,4,2008,6,70,100
7,5,2008,8,46,85.7142857143
7,5,2008,4,99,100
0,4,2008,4,81,0
0,5,2008,4,47,0
2,5,2008,4,34,50
2,5,2008,4,33,100
5,5,2008,1,16,60
0,5,2008,3,32,0
0,1,2008,2,78,0
3,5,2008,1,17,100
1,1,2008,4,53,0
1,1,2008,2,70,0
1,5,2008,3,19,100
3,2,2008,1,43,66.6666666667
1,4,2008,5,132,100
0,5,2008,1,43,0
0,5,2008,4,53,0
4,5,2008,6,36,100
11,5,2008,2,29,63.6363636364
4,3,2008,8,59,75
3,5,2008,2,58,100
3,5,2008,4,22,100
1,5,2008,2,65,100
0,5,2008,9,51,0
1,5,2008,4,87,100
2,5,2008,4,122,100
3,5,2008,4,41,100
2,5,2008,2,27,50
0,5,2008,8,78,0
0,5,2008,3,33,0
8,1,2008,3,92,62.5
30,5,2008,5,115,93.3333333333
0,5,2008,5,78,0
6,5,2008,3,83,83.3333333333
1,5,2008,2,92,100
2,5,2008,2,70,100
8,5,2008,3,80,87.5
6,5,2008,4,174,83.3333333333
6,3,2008,7,83,66.6666666667
4,5,2008,5,66,75
1,1,2008,3,48,0
2,5,2008,4,41,50
3,5,2008,1,102,100
3,5,2008,1,54,66.6666666667
3,2,2008,3,62,33.3333333333
0,2,2008,4,146,0
1,4,2008,6,48,0
2,5,2008,2,52,100
0,4,2008,4,42,0
0,5,2008,7,110,0
6,5,2008,2,79,100
4,5,2008,1,21,75
5,3,2008,7,39,80
0,4,2008,2,37,0
2,5,2008,2,54,100
1,5,2008,4,15,100
1,5,2008,1,24,0
0,5,2008,2,30,0
2,4,2008,3,25,100
5,5,2008,4,27,80
14,5,2008,2,65,85.7142857143
4,5,2008,2,38,50
0,5,2008,4,20,0
3,5,2008,2,33,66.6666666667
1,5,2008,3,115,0
0,3,2008,7,40,0
0,5,2008,2,33,0
8,5,2008,5,224,100
4,4,2008,3,60,100
20,2,2008,7,81,90
4,5,2008,2,15,50
2,3,2008,8,120,50
0,5,2008,1,16,0
0,5,2008,4,36,0
4,3,2008,4,79,0
18,5,2008,5,83,88.8888888889
24,1,2008,11,119,83.3333333333
0,4,2008,1,56,0
4,5,2008,4,62,50
14,5,2008,5,88,78.5714285714
0,5,2008,3,19,0
6,5,2008,2,101,100
3,5,2008,4,76,100
13,1,2008,5,25,76.9230769231
2,5,2008,5,24,0
19,1,2008,5,120,68.4210526316
2,5,2008,4,23,0
2,5,2008,5,20,0
0,5,2008,5,56,0
7,4,2008,2,36,0
0,5,2008,5,48,0
12,5,2008,6,88,91.6666666667
1,4,2008,5,68,100
5,5,2008,3,46,100
2,4,2008,1,40,100
0,5,2008,1,45,0
2,2,2008,3,23,100
13,5,2008,2,30,69.2307692308
3,5,2008,3,40,66.6666666667
3,5,2008,3,18,66.6666666667
9,1,2008,3,77,55.5555555556
2,5,2008,2,27,0
2,5,2008,8,95,0
51,1,2008,5,125,23.5294117647
4,5,2008,3,340,100
3,5,2008,1,27,100
3,5,2008,2,74,100
6,4,2008,5,121,83.3333333333
2,4,2008,3,58,50
2,5,2008,3,66,50
2,5,2008,3,22,50
3,5,2008,1,17,66.6666666667
2,5,2008,1,112,100
4,5,2008,8,65,100
17,1,2008,7,105,82.3529411765
0,5,2008,1,43,0
2,5,2008,2,92,100
5,2,2008,3,21,20
2,4,2008,2,16,100
5,5,2008,6,57,60
2,4,2008,6,192,100
11,1,2008,8,45,100
4,5,2008,4,70,25
2,5,2008,3,41,50
8,2,2008,9,24,87.5
20,5,2008,4,160,100
0,5,2008,7,23,0
9,4,2008,4,21,55.5555555556
3,5,2008,7,68,100
2,5,2008,4,30,100
1,5,2008,3,100,100
0,5,2008,3,25,0
0,5,2008,2,16,0
2,5,2008,5,73,100
0,5,2008,2,37,0
0,5,2008,3,16,0
3,4,2008,4,54,66.6666666667
22,1,2008,5,78,72.7272727273
0,5,2008,5,49,0
4,3,2008,1,45,50
0,5,2008,7,61,0
3,3,2008,2,33,66.6666666667
3,5,2008,2,34,100
1,5,2008,5,54,100
1,5,2008,4,35,0
4,4,2008,3,162,100
2,5,2008,1,15,50
5,4,2008,6,39,100
2,3,2008,4,98,100
6,5,2008,7,103,83.3333333333
2,5,2008,4,89,100
2,5,2008,3,17,100
4,5,2008,1,58,75
8,5,2008,3,54,100
6,5,2008,6,90,100
3,5,2008,6,39,100
4,4,2008,6,283,100
1,5,2008,4,47,100
8,5,2008,1,32,100
2,5,2008,9,46,100
60,5,2008,5,116,96.6666666667
0,5,2008,3,22,0
0,4,2008,3,17,0
8,5,2008,3,166,100
0,5,2008,3,50,0
0,5,2008,3,20,0
2,5,2008,5,85,100
2,5,2008,3,30,100
5,5,2008,2,95,100
3,5,2008,2,93,100
2,5,2008,7,69,100
5,5,2008,2,25,100
1,5,2008,1,42,100
5,5,2008,1,35,100
2,5,2008,4,40,100
7,2,2008,7,55,71.4285714286
2,5,2008,2,133,100
0,4,2008,3,44,0
8,1,2008,4,39,62.5
0,5,2008,10,16,0
0,5,2008,2,54,0
4,5,2008,2,62,100
0,5,2008,1,45,0
11,1,2008,5,21,63.6363636364
2,5,2008,1,19,100
14,1,2008,6,40,64.2857142857
1,5,2008,4,36,100
2,5,2008,2,26,100
0,5,2008,2,50,0
0,5,2008,6,33,0
2,5,2008,6,138,100
2,5,2008,3,146,50
0,5,2008,3,16,0
2,4,2008,8,22,50
1,3,2008,4,68,100
0,4,2008,2,22,0
2,3,2008,8,151,50
4,5,2008,9,30,100
1,5,2008,7,114,100
1,4,2008,4,45,100
4,5,2008,3,20,75
6,5,2008,10,40,100
5,5,2008,3,64,60
0,5,2008,8,34,0
1,4,2008,4,50,0
3,5,2008,4,106,66.6666666667
0,5,2008,5,34,0
7,5,2008,6,108,85.7142857143
5,5,2008,5,75,100
4,5,2008,2,40,100
0,5,2008,3,37,0
10,5,2008,5,97,100
4,3,2008,5,17,50
2,5,2008,4,39,50
4,5,2008,4,78,75
1,5,2008,3,22,100
2,5,2008,7,29,100
3,5,2008,4,103,100
0,5,2008,1,50,0
1,5,2008,7,30,100
0,5,2008,2,49,0
8,4,2008,4,121,37.5
0,5,2008,2,31,0
2,5,2008,5,18,100
9,5,2008,6,45,100
2,2,2008,2,68,50
2,5,2008,9,240,50
7,3,2008,6,39,85.7142857143
3,2,2008,2,31,66.6666666667
6,5,2008,3,64,83.3333333333
3,4,2008,5,111,66.6666666667
6,5,2008,2,14,83.3333333333
5,1,2008,3,26,60
0,4,2008,4,38,0
0,1,2008,9,254,0
0,4,2008,4,46,0
5,1,2008,2,64,80
0,5,2008,5,65,0
32,5,2008,8,816,59.375
2,3,2008,1,50,100
1,5,2008,1,44,100
3,5,2008,2,59,66.6666666667
4,4,2008,6,19,0
2,4,2008,1,86,100
2,5,2008,5,26,100
2,2,2008,4,60,0
9,5,2008,3,19,88.8888888889
0,5,2008,6,87,0
0,5,2008,1,26,0
0,5,2008,3,73,0
3,5,2008,2,54,100
1,4,2008,5,44,100
1,5,2008,5,37,100
1,4,2008,2,22,100
1,5,2008,5,68,100
1,4,2008,1,35,0
2,5,2008,4,63,100
7,1,2008,7,41,57.1428571429
12,1,2008,1,48,91.6666666667
0,5,2008,4,21,0
1,5,2008,3,69,100
1,4,2008,4,21,100
1,5,2008,5,23,100
3,5,2008,2,41,66.6666666667
0,3,2008,3,43,0
3,1,2008,3,67,66.6666666667
1,5,2008,4,67,100
25,5,2008,7,93,92
0,1,2008,3,40,0
2,5,2008,4,23,100
1,5,2008,3,55,100
4,5,2008,3,52,100
4,5,2008,3,43,75
3,5,2008,3,67,100
2,5,2008,2,28,100
5,5,2008,8,81,60
1,5,2008,4,132,100
1,5,2008,2,21,100
1,5,2008,4,33,100
1,5,2008,8,39,100
2,1,2008,6,197,100
3,1,2008,3,251,33.3333333333
0,5,2008,1,30,0
0,5,2008,4,95,0
4,5,2008,2,82,100
2,5,2008,2,31,50
8,5,2008,12,105,100
1,5,2008,5,33,100
3,5,2008,2,35,66.6666666667
1,5,2008,2,17,100
0,5,2008,3,216,0
10,5,2008,8,243,90
0,2,2008,10,38,0
13,1,2008,1,141,61.5384615385
7,5,2008,1,36,85.7142857143
34,1,2008,2,32,64.7058823529
10,5,2008,6,89,100
9,4,2008,11,595,44.4444444444
1,5,2008,3,232,100
0,4,2008,1,84,0
7,5,2008,9,73,85.7142857143
5,3,2008,2,63,40
2,5,2008,1,65,100
18,3,2008,2,134,88.8888888889
1,5,2008,6,59,100
6,2,2008,3,94,66.6666666667
4,5,2008,4,93,75
0,4,2008,2,92,0
11,5,2008,3,155,100
0,5,2008,7,50,0
0,3,2008,2,117,0
4,4,2008,2,41,75
2,5,2008,2,16,0
0,4,2008,1,176,0
1,5,2008,10,33,100
0,5,2008,6,92,0
0,5,2008,3,120,0
0,5,2008,5,78,0
1,5,2008,8,25,100
0,4,2008,3,294,0
0,4,2008,6,182,0
0,5,2008,2,66,0
7,5,2008,2,15,85.7142857143
1,5,2008,4,35,100
0,5,2008,5,54,0
3,5,2008,2,112,66.6666666667
0,4,2008,6,33,0
0,5,2008,5,169,0
1,5,2008,2,95,100
2,5,2008,4,19,100
74,1,2008,6,143,56.7567567568
1,4,2008,4,29,100
20,2,2008,1,17,5
1,5,2008,5,37,100
9,2,2008,2,136,77.7777777778
1,5,2008,2,41,100
1,5,2008,4,40,100
1,5,2008,4,63,100
0,5,2008,2,37,0
18,5,2008,2,107,94.4444444444
32,5,2008,3,221,100
0,5,2008,3,64,0
0,5,2008,4,18,0
0,5,2008,1,52,0
44,3,2008,7,407,86.3636363636
12,5,2008,5,76,100
0,2,2008,7,37,0
8,5,2008,4,45,100
1,4,2008,2,95,100
0,5,2008,3,82,0
0,4,2008,6,96,0
26,5,2008,5,731,80.7692307692
0,5,2008,2,120,0
6,5,2008,2,58,16.6666666667
1,5,2008,5,15,100
4,2,2008,4,131,50
0,5,2008,3,168,0
0,5,2008,2,67,0
0,5,2008,5,64,0
0,4,2008,6,56,0
0,5,2008,1,131,0
0,5,2008,1,40,0
3,5,2008,2,34,100
0,5,2008,10,38,0
0,3,2008,4,42,0
0,5,2008,4,40,0
0,3,2008,6,107,0
0,3,2008,8,102,0
0,5,2008,4,265,0
0,5,2008,3,95,0
0,4,2008,5,152,0
3,5,2008,5,82,100
0,5,2008,5,29,0
0,5,2008,3,48,0
0,4,2008,5,72,0
0,5,2008,7,168,0
0,3,2008,7,63,0
0,5,2008,2,145,0
0,5,2008,6,84,0
3,5,2008,4,45,100
0,5,2008,3,83,0
0,4,2008,6,85,0
0,5,2008,4,90,0
0,4,2008,5,127,0
0,4,2008,4,158,0
1,5,2008,7,117,100
1,5,2008,4,15,100
0,5,2008,2,81,0
0,5,2008,2,15,0
0,5,2008,1,74,0
0,4,2008,6,270,0
0,5,2008,2,140,0
4,5,2008,1,50,100
0,5,2008,9,86,0
2,5,2008,2,25,50
2,3,2008,2,170,100
3,2,2008,3,28,100
1,5,2008,3,39,100
5,4,2008,2,57,100
3,5,2008,12,118,66.6666666667
4,5,2008,6,192,50
2,3,2008,4,142,50
2,5,2008,3,217,50
1,3,2008,3,38,0
7,4,2008,5,26,71.4285714286
2,4,2008,9,244,50
2,4,2008,10,117,50
3,5,2008,2,43,100
19,4,2008,5,44,0
1,5,2008,1,51,100
1,5,2008,4,74,0
0,5,2008,4,28,0
7,2,2008,2,24,42.8571428571
0,4,2008,4,94,0
0,5,2008,2,62,0
6,4,2008,9,108,0
13,5,2008,6,76,100
0,4,2008,2,150,0
0,5,2008,1,53,0
3,5,2008,2,29,100
6,4,2008,11,193,50
1,5,2008,4,48,0
13,2,2008,4,30,84.6153846154
1,3,2008,6,89,0
0,4,2008,1,63,0
1,4,2008,3,133,0
1,4,2008,2,99,0
1,5,2008,5,104,0
1,5,2008,4,66,0
2,5,2008,4,48,100
4,5,2008,2,57,75
1,5,2008,4,82,0
1,4,2008,3,115,0
0,1,2008,2,45,0
1,4,2008,8,120,0
1,5,2008,1,80,0
1,5,2008,1,19,0
1,3,2008,9,65,0
10,5,2008,3,164,80
7,4,2008,3,17,85.7142857143
0,4,2008,5,126,0
9,5,2008,1,19,77.7777777778
0,4,2008,10,158,0
0,4,2008,8,108,0
0,5,2008,9,197,0
0,5,2008,3,86,0
0,4,2008,9,309,0
0,5,2008,2,53,0
0,3,2008,4,46,0
6,4,2008,2,73,83.3333333333
4,5,2008,5,118,100
3,5,2008,9,59,66.6666666667
0,4,2008,3,69,0
13,5,2008,3,100,100
0,5,2008,9,111,0
2,5,2008,3,57,50
0,5,2008,9,170,0
0,5,2008,2,124,0
0,5,2008,4,155,0
0,5,2008,8,146,0
24,5,2008,4,54,100
0,5,2008,2,16,0
0,5,2008,7,84,0
0,4,2008,1,34,0
0,5,2008,5,55,0
0,5,2008,3,29,0
21,1,2008,4,75,52.380952381
0,5,2008,4,33,0
0,5,2008,6,113,0
14,5,2008,9,24,100
0,5,2008,6,120,0
2,5,2008,1,17,100
4,5,2008,4,35,100
0,5,2008,4,204,0
0,5,2008,3,128,0
4,5,2008,7,58,100
0,5,2008,2,71,0
0,4,2008,7,181,0
0,3,2008,11,79,0
6,2,2008,1,45,33.3333333333
0,5,2008,3,171,0
4,5,2008,2,48,100
12,2,2008,3,67,83.3333333333
0,3,2008,3,125,0
0,4,2008,10,235,0
0,4,2008,6,175,0
6,5,2008,7,42,100
0,5,2008,1,48,0
0,5,2008,9,76,0
0,4,2008,1,50,0
1,5,2008,5,56,100
0,4,2008,3,77,0
5,4,2008,4,109,100
1,5,2008,2,39,100
4,4,2008,1,52,75
0,5,2008,6,67,0
4,5,2008,3,129,100
0,4,2008,4,72,0
0,5,2008,3,96,0
10,5,2008,4,165,100
9,5,2008,6,184,77.7777777778
3,4,2008,4,68,66.6666666667
7,1,2008,7,39,71.4285714286
1,5,2008,5,66,100
0,4,2008,2,81,0
7,4,2008,3,107,71.4285714286
0,4,2008,3,35,0
1,5,2008,3,71,100
0,4,2008,7,178,0
3,4,2008,13,156,66.6666666667
1,2,2008,6,117,0
0,5,2008,3,75,0
9,3,2008,4,30,88.8888888889
3,5,2008,8,135,100
3,3,2008,3,51,100
0,5,2008,5,38,0
11,5,2008,6,188,63.6363636364
8,3,2008,2,19,75
18,2,2008,4,66,33.3333333333
3,4,2008,2,29,100
4,5,2008,2,34,50
4,5,2008,2,36,100
0,4,2008,3,37,0
4,5,2008,2,14,75
5,4,2008,10,208,40
6,5,2008,7,43,100
0,4,2008,1,61,0
1,4,2008,3,25,100
1,5,2008,7,79,100
1,5,2008,2,74,100
1,4,2008,3,31,100
1,5,2008,9,95,100
7,1,2008,5,162,71.4285714286
4,5,2008,1,16,25
0,4,2008,7,35,0
0,5,2008,3,61,0
0,4,2008,3,116,0
0,5,2008,8,38,0
0,2,2008,2,25,0
6,5,2008,7,57,16.6666666667
0,3,2008,5,179,0
0,5,2008,5,137,0
0,5,2008,1,46,0
0,5,2008,3,24,0
0,5,2008,2,56,0
0,4,2008,3,143,0
0,4,2008,7,118,0
8,1,2008,4,124,50
9,5,2008,3,29,88.8888888889
0,3,2008,1,57,0
0,5,2008,3,58,0
0,4,2008,5,159,0
0,5,2008,1,57,0
0,5,2008,10,159,0
1,5,2008,7,74,0
0,4,2008,6,41,0
2,5,2008,5,55,50
0,5,2008,2,103,0
14,5,2008,6,91,85.7142857143
4,4,2008,2,88,100
3,5,2008,2,15,66.6666666667
0,5,2008,8,101,0
0,5,2008,1,21,0
1,4,2008,5,47,100
0,5,2008,5,32,0
4,5,2008,2,48,50
1,5,2008,2,59,100
2,5,2008,1,67,50
0,4,2008,5,149,0
2,5,2008,3,81,50
4,5,2008,6,64,50
4,3,2008,5,123,75
0,5,2008,3,31,0
0,4,2008,7,89,0
0,5,2008,21,233,0
6,1,2008,4,53,100
0,3,2008,2,138,0
1,5,2008,1,19,100
4,5,2008,5,76,100
3,5,2008,6,147,100
29,4,2008,1,71,96.5517241379
0,4,2008,5,134,0
16,4,2008,8,181,100
5,5,2008,2,58,100
0,5,2008,7,63,0
0,3,2008,4,53,0
3,5,2008,2,140,100
0,4,2008,5,44,0
0,4,2008,9,154,0
0,5,2008,2,44,0
4,5,2008,4,42,100
4,5,2008,1,26,100
7,4,2008,5,48,100
6,5,2008,2,78,100
0,4,2008,3,63,0
7,5,2008,5,72,85.7142857143
0,5,2008,5,113,0
0,5,2008,7,202,0
0,3,2008,7,79,0
18,1,2008,1,60,55.5555555556
3,3,2008,3,132,100
0,4,2008,9,43,0
0,5,2008,5,98,0
4,5,2008,5,42,100
0,4,2008,10,48,0
0,3,2008,5,100,0
1,5,2008,1,19,0
17,5,2008,5,117,41.1764705882
0,5,2008,4,150,0
0,4,2008,6,232,0
1,4,2008,3,49,0
0,5,2008,6,94,0
4,3,2008,5,62,50
0,5,2008,10,167,0
2,5,2008,6,37,100
0,5,2008,3,71,0
3,1,2008,4,73,66.6666666667
5,5,2008,5,27,100
0,3,2008,5,124,0
0,5,2008,4,70,0
65,4,2008,10,274,95.3846153846
0,5,2008,2,54,0
0,3,2008,1,31,0
0,5,2008,9,46,0
0,5,2008,1,31,0
5,5,2008,6,60,100
4,5,2008,4,43,100
2,5,2008,3,34,50
4,5,2008,2,98,100
0,3,2008,4,91,0
53,1,2008,3,21,30.1886792453
1,5,2008,6,22,100
0,5,2008,8,17,0
7,4,2008,5,53,85.7142857143
0,5,2008,5,29,0
0,3,2008,3,43,0
5,5,2008,1,32,80
1,3,2008,2,19,0
0,4,2008,4,23,0
3,5,2008,2,157,100
13,5,2008,2,233,92.3076923077
64,1,2008,5,53,26.5625
15,5,2008,4,182,100
0,5,2008,1,44,0
2,5,2008,1,98,100
2,5,2008,1,68,100
0,3,2008,2,74,0
2,5,2008,1,24,100
2,5,2008,3,65,50
12,4,2008,6,130,83.3333333333
0,5,2008,9,85,0
0,5,2008,4,58,0
2,5,2008,2,29,50
1,3,2008,6,63,100
0,5,2008,7,96,0
0,5,2008,6,81,0
0,5,2008,4,38,0
0,4,2008,2,28,0
0,4,2008,2,25,0
0,4,2008,3,24,0
6,4,2008,2,149,83.3333333333
2,5,2008,2,18,50
0,5,2008,3,65,0
1,5,2008,5,41,100
2,5,2008,5,55,100
2,5,2008,3,70,50
2,5,2008,4,17,50
0,5,2008,2,25,0
2,5,2008,1,29,50
0,5,2008,6,27,0
3,3,2008,5,147,33.3333333333
4,5,2008,1,34,100
2,5,2008,4,142,100
